model_type,dataset_type,stem,original_path,watermarked_path,logmel_score,stft_score
audioseal,bonafide,E_0008565928,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0008565928.flac,watermarked_audios/audioseal/bonafide/E_0008565928_watermarked.flac,0.36214596033096313,0.22911295294761658
audioseal,bonafide,E_0003655472,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0003655472.flac,watermarked_audios/audioseal/bonafide/E_0003655472_watermarked.flac,0.3558943271636963,0.2522871196269989
audioseal,bonafide,E_0009240473,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0009240473.flac,watermarked_audios/audioseal/bonafide/E_0009240473_watermarked.flac,0.36050793528556824,0.22560344636440277
audioseal,bonafide,E_0001060500,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0001060500.flac,watermarked_audios/audioseal/bonafide/E_0001060500_watermarked.flac,0.3180174231529236,0.22860237956047058
audioseal,bonafide,E_0005936204,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0005936204.flac,watermarked_audios/audioseal/bonafide/E_0005936204_watermarked.flac,0.4701368510723114,0.3118804395198822
audioseal,bonafide,E_0002219449,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0002219449.flac,watermarked_audios/audioseal/bonafide/E_0002219449_watermarked.flac,0.334281861782074,0.2317473590373993
audioseal,bonafide,E_0002630776,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0002630776.flac,watermarked_audios/audioseal/bonafide/E_0002630776_watermarked.flac,0.4195256233215332,0.28051093220710754
audioseal,bonafide,E_0001767450,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0001767450.flac,watermarked_audios/audioseal/bonafide/E_0001767450_watermarked.flac,0.3468768298625946,0.22162196040153503
audioseal,bonafide,E_0008259657,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0008259657.flac,watermarked_audios/audioseal/bonafide/E_0008259657_watermarked.flac,0.35335028171539307,0.2408028393983841
audioseal,bonafide,E_0000246429,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0000246429.flac,watermarked_audios/audioseal/bonafide/E_0000246429_watermarked.flac,0.3978193402290344,0.27332258224487305
audioseal,bonafide,E_0003974242,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0003974242.flac,watermarked_audios/audioseal/bonafide/E_0003974242_watermarked.flac,0.33844369649887085,0.23751524090766907
audioseal,bonafide,E_0002680054,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0002680054.flac,watermarked_audios/audioseal/bonafide/E_0002680054_watermarked.flac,0.3783200681209564,0.28224506974220276
audioseal,bonafide,E_0004142801,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0004142801.flac,watermarked_audios/audioseal/bonafide/E_0004142801_watermarked.flac,0.41653603315353394,0.29890716075897217
audioseal,bonafide,E_0000106887,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0000106887.flac,watermarked_audios/audioseal/bonafide/E_0000106887_watermarked.flac,0.45059674978256226,0.2698639929294586
audioseal,bonafide,E_0003598052,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0003598052.flac,watermarked_audios/audioseal/bonafide/E_0003598052_watermarked.flac,0.294986754655838,0.20498257875442505
audioseal,bonafide,E_0009588917,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0009588917.flac,watermarked_audios/audioseal/bonafide/E_0009588917_watermarked.flac,0.33528605103492737,0.22518807649612427
audioseal,bonafide,E_0001270528,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0001270528.flac,watermarked_audios/audioseal/bonafide/E_0001270528_watermarked.flac,0.4537314176559448,0.29144635796546936
audioseal,bonafide,E_0009716729,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0009716729.flac,watermarked_audios/audioseal/bonafide/E_0009716729_watermarked.flac,0.4026307165622711,0.2617500424385071
audioseal,bonafide,E_0000688823,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0000688823.flac,watermarked_audios/audioseal/bonafide/E_0000688823_watermarked.flac,0.3336780071258545,0.23135018348693848
audioseal,bonafide,E_0005177117,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0005177117.flac,watermarked_audios/audioseal/bonafide/E_0005177117_watermarked.flac,0.3039162755012512,0.19380713999271393
audioseal,bonafide,E_0008829513,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0008829513.flac,watermarked_audios/audioseal/bonafide/E_0008829513_watermarked.flac,0.4474281966686249,0.2939850091934204
audioseal,bonafide,E_0003417392,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0003417392.flac,watermarked_audios/audioseal/bonafide/E_0003417392_watermarked.flac,0.39178159832954407,0.251193106174469
audioseal,bonafide,E_0003786480,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0003786480.flac,watermarked_audios/audioseal/bonafide/E_0003786480_watermarked.flac,0.39699551463127136,0.2735559940338135
audioseal,bonafide,E_0001047147,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0001047147.flac,watermarked_audios/audioseal/bonafide/E_0001047147_watermarked.flac,0.33191463351249695,0.22493836283683777
audioseal,bonafide,E_0005990368,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0005990368.flac,watermarked_audios/audioseal/bonafide/E_0005990368_watermarked.flac,0.29805707931518555,0.20797106623649597
audioseal,bonafide,E_0003192071,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0003192071.flac,watermarked_audios/audioseal/bonafide/E_0003192071_watermarked.flac,0.3250808119773865,0.210816890001297
audioseal,bonafide,E_0001664811,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0001664811.flac,watermarked_audios/audioseal/bonafide/E_0001664811_watermarked.flac,0.3260728716850281,0.21929259598255157
audioseal,bonafide,E_0005870435,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0005870435.flac,watermarked_audios/audioseal/bonafide/E_0005870435_watermarked.flac,0.35818564891815186,0.2472715973854065
audioseal,spoofed,E_0005309742,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0005309742.flac,watermarked_audios/audioseal/spoofed/E_0005309742_watermarked.flac,0.3875880539417267,0.26151150465011597
audioseal,spoofed,E_0000853746,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0000853746.flac,watermarked_audios/audioseal/spoofed/E_0000853746_watermarked.flac,0.5776660442352295,0.3010823130607605
audioseal,spoofed,E_0008308722,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0008308722.flac,watermarked_audios/audioseal/spoofed/E_0008308722_watermarked.flac,0.3382982909679413,0.24450068175792694
audioseal,spoofed,E_0004490708,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0004490708.flac,watermarked_audios/audioseal/spoofed/E_0004490708_watermarked.flac,0.47332727909088135,0.32203876972198486
audioseal,spoofed,E_0000693450,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0000693450.flac,watermarked_audios/audioseal/spoofed/E_0000693450_watermarked.flac,0.3146236538887024,0.22359243035316467
audioseal,spoofed,E_0007178506,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0007178506.flac,watermarked_audios/audioseal/spoofed/E_0007178506_watermarked.flac,0.35964131355285645,0.23196323215961456
audioseal,spoofed,E_0000292439,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0000292439.flac,watermarked_audios/audioseal/spoofed/E_0000292439_watermarked.flac,0.31490394473075867,0.2286192774772644
audioseal,spoofed,E_0005847401,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0005847401.flac,watermarked_audios/audioseal/spoofed/E_0005847401_watermarked.flac,0.5031155347824097,0.332502543926239
audioseal,spoofed,E_0008582937,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0008582937.flac,watermarked_audios/audioseal/spoofed/E_0008582937_watermarked.flac,0.4554916024208069,0.27713465690612793
audioseal,spoofed,E_0001366709,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0001366709.flac,watermarked_audios/audioseal/spoofed/E_0001366709_watermarked.flac,0.3151681423187256,0.21667064726352692
audioseal,spoofed,E_0008325027,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0008325027.flac,watermarked_audios/audioseal/spoofed/E_0008325027_watermarked.flac,0.32933831214904785,0.20681770145893097
audioseal,spoofed,E_0004541374,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0004541374.flac,watermarked_audios/audioseal/spoofed/E_0004541374_watermarked.flac,0.5135110020637512,0.3318449556827545
audioseal,spoofed,E_0003010105,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0003010105.flac,watermarked_audios/audioseal/spoofed/E_0003010105_watermarked.flac,0.43211665749549866,0.2574111521244049
audioseal,spoofed,E_0002728334,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0002728334.flac,watermarked_audios/audioseal/spoofed/E_0002728334_watermarked.flac,0.3681999444961548,0.23612073063850403
audioseal,spoofed,E_0009057283,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0009057283.flac,watermarked_audios/audioseal/spoofed/E_0009057283_watermarked.flac,0.4125804603099823,0.24913805723190308
audioseal,spoofed,E_0000489018,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0000489018.flac,watermarked_audios/audioseal/spoofed/E_0000489018_watermarked.flac,0.40743497014045715,0.2209327071905136
audioseal,spoofed,E_0006082825,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0006082825.flac,watermarked_audios/audioseal/spoofed/E_0006082825_watermarked.flac,0.3258621096611023,0.2109665721654892
audioseal,spoofed,E_0000933854,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0000933854.flac,watermarked_audios/audioseal/spoofed/E_0000933854_watermarked.flac,0.31880152225494385,0.22265484929084778
audioseal,spoofed,E_0002533527,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0002533527.flac,watermarked_audios/audioseal/spoofed/E_0002533527_watermarked.flac,0.31330305337905884,0.22047747671604156
audioseal,spoofed,E_0002492275,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0002492275.flac,watermarked_audios/audioseal/spoofed/E_0002492275_watermarked.flac,0.41640663146972656,0.27520838379859924
audioseal,spoofed,E_0009355584,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0009355584.flac,watermarked_audios/audioseal/spoofed/E_0009355584_watermarked.flac,0.36900797486305237,0.26109787821769714
audioseal,spoofed,E_0009210096,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0009210096.flac,watermarked_audios/audioseal/spoofed/E_0009210096_watermarked.flac,0.3952300548553467,0.25257712602615356
audioseal,spoofed,E_0007922223,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0007922223.flac,watermarked_audios/audioseal/spoofed/E_0007922223_watermarked.flac,0.3814884424209595,0.2513457238674164
audioseal,spoofed,E_0000168096,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0000168096.flac,watermarked_audios/audioseal/spoofed/E_0000168096_watermarked.flac,0.2755872309207916,0.19350820779800415
audioseal,spoofed,E_0009294814,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0009294814.flac,watermarked_audios/audioseal/spoofed/E_0009294814_watermarked.flac,0.4343814551830292,0.2824285328388214
audioseal,spoofed,E_0007397972,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0007397972.flac,watermarked_audios/audioseal/spoofed/E_0007397972_watermarked.flac,0.35318559408187866,0.22224824130535126
audioseal,spoofed,E_0009296868,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0009296868.flac,watermarked_audios/audioseal/spoofed/E_0009296868_watermarked.flac,0.3848050832748413,0.26493293046951294
audioseal,spoofed,E_0002922537,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0002922537.flac,watermarked_audios/audioseal/spoofed/E_0002922537_watermarked.flac,0.3638503849506378,0.2485722005367279
audioseal,spoofed,E_0005698181,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0005698181.flac,watermarked_audios/audioseal/spoofed/E_0005698181_watermarked.flac,0.34456050395965576,0.24147692322731018
audioseal,spoofed,E_0008142959,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0008142959.flac,watermarked_audios/audioseal/spoofed/E_0008142959_watermarked.flac,0.2919594645500183,0.18519291281700134
audioseal,spoofed,E_0002976653,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0002976653.flac,watermarked_audios/audioseal/spoofed/E_0002976653_watermarked.flac,0.48677998781204224,0.32632043957710266
audioseal,spoofed,E_0005763141,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0005763141.flac,watermarked_audios/audioseal/spoofed/E_0005763141_watermarked.flac,0.4684946835041046,0.3299521803855896
audioseal,spoofed,E_0005785691,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0005785691.flac,watermarked_audios/audioseal/spoofed/E_0005785691_watermarked.flac,0.313157320022583,0.23053616285324097
audioseal,spoofed,E_0005852589,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0005852589.flac,watermarked_audios/audioseal/spoofed/E_0005852589_watermarked.flac,0.3894956409931183,0.2699231207370758
audioseal,spoofed,E_0005818493,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0005818493.flac,watermarked_audios/audioseal/spoofed/E_0005818493_watermarked.flac,0.3413185477256775,0.23637481033802032
audioseal,spoofed,E_0001602811,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0001602811.flac,watermarked_audios/audioseal/spoofed/E_0001602811_watermarked.flac,0.3010261356830597,0.21235717833042145
audioseal,spoofed,E_0001706008,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0001706008.flac,watermarked_audios/audioseal/spoofed/E_0001706008_watermarked.flac,0.3322950601577759,0.22250179946422577
audioseal,spoofed,E_0000418142,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0000418142.flac,watermarked_audios/audioseal/spoofed/E_0000418142_watermarked.flac,0.3662507236003876,0.23992027342319489
audioseal,spoofed,E_0004180511,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0004180511.flac,watermarked_audios/audioseal/spoofed/E_0004180511_watermarked.flac,0.35574087500572205,0.23627880215644836
audioseal,spoofed,E_0005364619,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0005364619.flac,watermarked_audios/audioseal/spoofed/E_0005364619_watermarked.flac,0.3056766986846924,0.22618833184242249
audioseal,spoofed,E_0003277436,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0003277436.flac,watermarked_audios/audioseal/spoofed/E_0003277436_watermarked.flac,0.3104965388774872,0.2083585113286972
audioseal,spoofed,E_0003222587,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0003222587.flac,watermarked_audios/audioseal/spoofed/E_0003222587_watermarked.flac,0.31099334359169006,0.21194039285182953
audioseal,spoofed,E_0004140330,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0004140330.flac,watermarked_audios/audioseal/spoofed/E_0004140330_watermarked.flac,0.3025702238082886,0.21574530005455017
audioseal,spoofed,E_0001821646,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0001821646.flac,watermarked_audios/audioseal/spoofed/E_0001821646_watermarked.flac,0.4229053854942322,0.2755577564239502
audioseal,spoofed,E_0004706635,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0004706635.flac,watermarked_audios/audioseal/spoofed/E_0004706635_watermarked.flac,0.4267032742500305,0.2459101676940918
audioseal,spoofed,E_0000688876,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0000688876.flac,watermarked_audios/audioseal/spoofed/E_0000688876_watermarked.flac,0.3674350082874298,0.2490490823984146
audioseal,spoofed,E_0000740495,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0000740495.flac,watermarked_audios/audioseal/spoofed/E_0000740495_watermarked.flac,0.3248882293701172,0.240330308675766
audioseal,spoofed,E_0009938323,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0009938323.flac,watermarked_audios/audioseal/spoofed/E_0009938323_watermarked.flac,0.3045625686645508,0.20454955101013184
audioseal,spoofed,E_0000571047,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0000571047.flac,watermarked_audios/audioseal/spoofed/E_0000571047_watermarked.flac,0.32465860247612,0.22038812935352325
audioseal,spoofed,E_0003312290,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0003312290.flac,watermarked_audios/audioseal/spoofed/E_0003312290_watermarked.flac,0.30184629559516907,0.21138614416122437
audioseal,spoofed,E_0008778609,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0008778609.flac,watermarked_audios/audioseal/spoofed/E_0008778609_watermarked.flac,0.30006036162376404,0.21219991147518158
audioseal,spoofed,E_0009906267,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0009906267.flac,watermarked_audios/audioseal/spoofed/E_0009906267_watermarked.flac,0.28125178813934326,0.19438506662845612
audioseal,spoofed,E_0006612027,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0006612027.flac,watermarked_audios/audioseal/spoofed/E_0006612027_watermarked.flac,0.3419974446296692,0.2405695915222168
audioseal,spoofed,E_0004829349,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0004829349.flac,watermarked_audios/audioseal/spoofed/E_0004829349_watermarked.flac,0.2602637708187103,0.1821315735578537
audioseal,spoofed,E_0007652850,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0007652850.flac,watermarked_audios/audioseal/spoofed/E_0007652850_watermarked.flac,0.38986262679100037,0.27084973454475403
audioseal,spoofed,E_0009731399,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0009731399.flac,watermarked_audios/audioseal/spoofed/E_0009731399_watermarked.flac,0.42332443594932556,0.25065428018569946
audioseal,spoofed,E_0001409042,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0001409042.flac,watermarked_audios/audioseal/spoofed/E_0001409042_watermarked.flac,0.2848108410835266,0.19446177780628204
audioseal,spoofed,E_0002332281,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0002332281.flac,watermarked_audios/audioseal/spoofed/E_0002332281_watermarked.flac,0.3179665505886078,0.21784308552742004
audioseal,spoofed,E_0005651791,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0005651791.flac,watermarked_audios/audioseal/spoofed/E_0005651791_watermarked.flac,0.35931509733200073,0.2587323784828186
audioseal,spoofed,E_0006748188,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0006748188.flac,watermarked_audios/audioseal/spoofed/E_0006748188_watermarked.flac,0.31299230456352234,0.2206563502550125
audioseal,spoofed,E_0001936854,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0001936854.flac,watermarked_audios/audioseal/spoofed/E_0001936854_watermarked.flac,0.3487818241119385,0.24799571931362152
audioseal,spoofed,E_0007276592,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0007276592.flac,watermarked_audios/audioseal/spoofed/E_0007276592_watermarked.flac,0.3103017210960388,0.21356873214244843
audioseal,spoofed,E_0008982215,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0008982215.flac,watermarked_audios/audioseal/spoofed/E_0008982215_watermarked.flac,0.35017845034599304,0.23139946162700653
audioseal,spoofed,E_0000181548,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0000181548.flac,watermarked_audios/audioseal/spoofed/E_0000181548_watermarked.flac,0.5005302429199219,0.3104245960712433
audioseal,spoofed,E_0000427470,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0000427470.flac,watermarked_audios/audioseal/spoofed/E_0000427470_watermarked.flac,0.3419157862663269,0.21850506961345673
audioseal,spoofed,E_0000579112,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0000579112.flac,watermarked_audios/audioseal/spoofed/E_0000579112_watermarked.flac,0.36428990960121155,0.2288231998682022
audioseal,spoofed,E_0008778383,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0008778383.flac,watermarked_audios/audioseal/spoofed/E_0008778383_watermarked.flac,0.388954758644104,0.23906344175338745
audioseal,spoofed,E_0003286202,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0003286202.flac,watermarked_audios/audioseal/spoofed/E_0003286202_watermarked.flac,0.354059100151062,0.23725292086601257
audioseal,spoofed,E_0003332247,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0003332247.flac,watermarked_audios/audioseal/spoofed/E_0003332247_watermarked.flac,0.36101943254470825,0.2483931928873062
audioseal,spoofed,E_0001278849,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0001278849.flac,watermarked_audios/audioseal/spoofed/E_0001278849_watermarked.flac,0.36300623416900635,0.20131418108940125
audioseal,spoofed,E_0008818363,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0008818363.flac,watermarked_audios/audioseal/spoofed/E_0008818363_watermarked.flac,0.4227459728717804,0.28353407979011536
audioseal,spoofed,E_0004150634,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0004150634.flac,watermarked_audios/audioseal/spoofed/E_0004150634_watermarked.flac,0.5639588832855225,0.32020485401153564
audioseal,spoofed,E_0004647660,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0004647660.flac,watermarked_audios/audioseal/spoofed/E_0004647660_watermarked.flac,0.2931331396102905,0.20133903622627258
audioseal,spoofed,E_0007988192,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0007988192.flac,watermarked_audios/audioseal/spoofed/E_0007988192_watermarked.flac,0.4616974890232086,0.309057354927063
audioseal,spoofed,E_0007347932,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0007347932.flac,watermarked_audios/audioseal/spoofed/E_0007347932_watermarked.flac,0.36588481068611145,0.22336013615131378
audioseal,spoofed,E_0009844367,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0009844367.flac,watermarked_audios/audioseal/spoofed/E_0009844367_watermarked.flac,0.3310404419898987,0.23381660878658295
audioseal,spoofed,E_0004037241,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0004037241.flac,watermarked_audios/audioseal/spoofed/E_0004037241_watermarked.flac,0.313455194234848,0.22865167260169983
audioseal,spoofed,E_0008705369,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0008705369.flac,watermarked_audios/audioseal/spoofed/E_0008705369_watermarked.flac,0.2992963194847107,0.23230871558189392
audioseal,spoofed,E_0000860935,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0000860935.flac,watermarked_audios/audioseal/spoofed/E_0000860935_watermarked.flac,0.3301301598548889,0.232017382979393
audioseal,spoofed,E_0001589359,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0001589359.flac,watermarked_audios/audioseal/spoofed/E_0001589359_watermarked.flac,0.28633832931518555,0.19851987063884735
audioseal,spoofed,E_0004859830,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0004859830.flac,watermarked_audios/audioseal/spoofed/E_0004859830_watermarked.flac,0.4839085340499878,0.2914130687713623
audioseal,spoofed,E_0000613214,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0000613214.flac,watermarked_audios/audioseal/spoofed/E_0000613214_watermarked.flac,0.28473618626594543,0.1825680136680603
audioseal,spoofed,E_0001941524,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0001941524.flac,watermarked_audios/audioseal/spoofed/E_0001941524_watermarked.flac,0.31335747241973877,0.20860056579113007
audioseal,spoofed,E_0005779091,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0005779091.flac,watermarked_audios/audioseal/spoofed/E_0005779091_watermarked.flac,0.3597211539745331,0.22879338264465332
audioseal,spoofed,E_0004894264,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0004894264.flac,watermarked_audios/audioseal/spoofed/E_0004894264_watermarked.flac,0.316839337348938,0.21636106073856354
audioseal,spoofed,E_0009354034,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0009354034.flac,watermarked_audios/audioseal/spoofed/E_0009354034_watermarked.flac,0.3684239685535431,0.26543739438056946
audioseal,spoofed,E_0007544041,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0007544041.flac,watermarked_audios/audioseal/spoofed/E_0007544041_watermarked.flac,0.37477052211761475,0.182418555021286
audioseal,spoofed,E_0009386254,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0009386254.flac,watermarked_audios/audioseal/spoofed/E_0009386254_watermarked.flac,0.40648677945137024,0.24952332675457
audioseal,spoofed,E_0009191130,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0009191130.flac,watermarked_audios/audioseal/spoofed/E_0009191130_watermarked.flac,0.3201342821121216,0.23603734374046326
audioseal,spoofed,E_0009612135,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0009612135.flac,watermarked_audios/audioseal/spoofed/E_0009612135_watermarked.flac,0.3133287727832794,0.1906595528125763
audioseal,spoofed,E_0002984631,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0002984631.flac,watermarked_audios/audioseal/spoofed/E_0002984631_watermarked.flac,0.46311190724372864,0.3072364926338196
audioseal,spoofed,E_0006118542,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0006118542.flac,watermarked_audios/audioseal/spoofed/E_0006118542_watermarked.flac,0.3357190489768982,0.2291637510061264
audioseal,spoofed,E_0001356245,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0001356245.flac,watermarked_audios/audioseal/spoofed/E_0001356245_watermarked.flac,0.447884738445282,0.28252533078193665
audioseal,spoofed,E_0005092163,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0005092163.flac,watermarked_audios/audioseal/spoofed/E_0005092163_watermarked.flac,0.3813634514808655,0.2321653515100479
audioseal,spoofed,E_0000841204,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0000841204.flac,watermarked_audios/audioseal/spoofed/E_0000841204_watermarked.flac,0.28423672914505005,0.18992000818252563
audioseal,spoofed,E_0005831644,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0005831644.flac,watermarked_audios/audioseal/spoofed/E_0005831644_watermarked.flac,0.30949515104293823,0.21169722080230713
audioseal,spoofed,E_0009028357,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0009028357.flac,watermarked_audios/audioseal/spoofed/E_0009028357_watermarked.flac,0.4315609633922577,0.2887781262397766
audioseal,spoofed,E_0006407657,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0006407657.flac,watermarked_audios/audioseal/spoofed/E_0006407657_watermarked.flac,0.3175738751888275,0.21371792256832123
audioseal,spoofed,E_0003035489,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0003035489.flac,watermarked_audios/audioseal/spoofed/E_0003035489_watermarked.flac,0.2647584080696106,0.17871470749378204
audioseal,spoofed,E_0000037116,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0000037116.flac,watermarked_audios/audioseal/spoofed/E_0000037116_watermarked.flac,0.3448595404624939,0.23624318838119507
audioseal,spoofed,E_0005094127,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0005094127.flac,watermarked_audios/audioseal/spoofed/E_0005094127_watermarked.flac,0.31816381216049194,0.22338655591011047
audioseal,spoofed,E_0005448472,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0005448472.flac,watermarked_audios/audioseal/spoofed/E_0005448472_watermarked.flac,0.42868638038635254,0.2793979048728943
audioseal,spoofed,E_0000302173,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0000302173.flac,watermarked_audios/audioseal/spoofed/E_0000302173_watermarked.flac,0.37601590156555176,0.18511730432510376
audioseal,spoofed,E_0006203818,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0006203818.flac,watermarked_audios/audioseal/spoofed/E_0006203818_watermarked.flac,0.32826974987983704,0.23233748972415924
audioseal,spoofed,E_0004551471,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0004551471.flac,watermarked_audios/audioseal/spoofed/E_0004551471_watermarked.flac,0.2992303669452667,0.2167590856552124
audioseal,spoofed,E_0005113478,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0005113478.flac,watermarked_audios/audioseal/spoofed/E_0005113478_watermarked.flac,0.36160925030708313,0.23450271785259247
